fight_id,event_id,fighter1_id,fighter2_id,fighter1_name,fighter2_name,winner_id,weight_class,method,fighter1_KD,fighter2_KD,fighter1_SigStrikes_Landed,fighter1_SigStrikes_Att,fighter2_SigStrikes_Landed,fighter2_SigStrikes_Att,fighter1_TotalStrikes_Landed,fighter1_TotalStrikes_Att,fighter2_TotalStrikes_Landed,fighter2_TotalStrikes_Att,fighter1_Takedowns_Landed,fighter1_Takedowns_Att,fighter2_Takedowns_Landed,fighter2_Takedowns_Att,fighter1_Submission_Att,fighter2_Submission_Att,fighter1_Reversals,fighter2_Reversals,fighter1_Control_time,fighter2_Control_time,fighter1_Head_strikes,fighter2_Head_strikes,fighter1_Body_strikes,fighter2_Body_strikes,fighter1_Leg_strikes,fighter2_Leg_strikes,fighter1_Distance_strikes,fighter2_Distance_strikes,fighter1_Clinch_strikes,fighter2_Clinch_strikes,fighter1_Ground_strikes,fighter2_Ground_strikes
ce99b089400a4ad3,66e981516e2476d1,eb393afdbe3293d5,59a9d6dac61c2540,Ismael Bonfim,Nariman Abbasov,eb393afdbe3293d5,Lightweight Bout,Decision - Unanimous,1,0,40,72,14,70,40,72,14,70,0,1,0,1,0,0,0,0,0:03,0:19,29,8,8,4,3,2,32,14,5,0,3,0
3fdb4c4b39218cf4,7956f026e2672c47,3329d692aea4dc28,7a5e8c94a86f9895,Hamdy Abdelwahab,Chris Barnett,3329d692aea4dc28,Heavyweight Bout,Decision - Unanimous,0,0,41,58,8,16,47,64,8,17,4,6,0,0,0,0,0,0,3:03,0:00,35,3,5,4,1,1,10,5,6,3,25,0
a12d3a6c8aaf87ca,400c7b43c86d27d3,3329d692aea4dc28,da7f113b5ea39c43,Hamdy Abdelwahab,Mohammed Usman,da7f113b5ea39c43,Heavyweight Bout,Decision - Unanimous,0,0,16,32,9,46,16,32,9,46,0,0,0,0,0,0,0,0,0:00,0:00,9,8,1,1,6,0,16,9,0,0,0,0
984ce1062186f3ce,80dbeb1dd5b53e64,3329d692aea4dc28,f41b9f5efc7162d6,Hamdy Abdelwahab,Jamal Pogues,3329d692aea4dc28,Heavyweight Bout,Decision - Split,0,0,11,23,22,40,19,39,22,40,1,1,0,1,0,0,0,0,0:57,0:00,8,14,0,0,3,8,7,22,0,0,4,0
fffdc57255274be1,5717efc6f271cd52,2f5cbecbbe18bac4,41e83a89929d1327,Shamil Abdurakhimov,Jailton Almeida,41e83a89929d1327,Heavyweight Bout,KO/TKO,0,0,1,1,14,17,3,3,25,31,0,0,2,3,0,0,0,0,0:00,4:45,1,14,0,0,0,0,1,0,0,0,0,14
ae989e21c3839b49,1d00756835ca67c9,2f5cbecbbe18bac4,f14cf73e51b29254,Shamil Abdurakhimov,Sergei Pavlovich,f14cf73e51b29254,Heavyweight Bout,KO/TKO,0,1,17,34,21,47,17,34,22,48,0,1,0,0,0,0,0,0,0:00,0:12,4,21,4,0,9,0,17,6,0,4,0,11
f085f32bbb3220e1,0eec866a077889f0,2f5cbecbbe18bac4,d0aaedcf7ccd0b45,Shamil Abdurakhimov,Chris Daukaus,d0aaedcf7ccd0b45,Heavyweight Bout,KO/TKO,0,1,19,47,28,65,19,47,28,65,0,0,0,0,0,0,0,0,0:00,0:37,9,25,6,1,4,2,18,12,1,2,0,14
066756ea40b134a7,a79bfbc01b2264d6,fa6796c55d6c5440,2f5cbecbbe18bac4,Curtis Blaydes,Shamil Abdurakhimov,fa6796c55d6c5440,Heavyweight Bout,KO/TKO,0,0,12,24,1,5,25,43,1,5,4,4,0,0,0,0,0,0,4:02,0:00,10,1,1,0,1,0,2,1,0,0,10,0
0bc7e4852f75a06d,7dcf06c1967801c1,c9cf753cfdf77fc2,2f5cbecbbe18bac4,Marcin Tybura,Shamil Abdurakhimov,2f5cbecbbe18bac4,Heavyweight Bout,KO/TKO,0,0,14,36,19,53,14,36,19,53,0,0,0,0,0,0,0,0,0:00,0:00,10,11,2,6,2,2,14,14,0,5,0,0
a7e8416f0d57c8e0,8d49545dadf9b919,3738e68d2261e60f,2f5cbecbbe18bac4,Andrei Arlovski,Shamil Abdurakhimov,2f5cbecbbe18bac4,Heavyweight Bout,Decision - Unanimous,0,0,9,22,5,16,11,27,25,38,0,0,1,2,0,0,0,0,0:00,2:00,3,3,3,2,3,0,4,1,3,2,2,2
4d5c3ddc740b89ca,e7bc606d269896aa,01b352b6a9074d5c,2f5cbecbbe18bac4,Chase Sherman,Shamil Abdurakhimov,2f5cbecbbe18bac4,Heavyweight Bout,KO/TKO,0,1,5,13,6,10,5,13,6,10,0,0,0,0,0,0,0,0,0:00,0:01,4,5,0,1,1,0,5,6,0,0,0,0
cb1e57b5f8c92922,7139cd2ae4bf6a29,d3df1add9d9a7efb,2f5cbecbbe18bac4,Derrick Lewis,Shamil Abdurakhimov,d3df1add9d9a7efb,Heavyweight Bout,KO/TKO,0,0,1,7,4,11,3,9,23,31,0,0,1,5,0,1,0,0,0:23,2:37,0,2,0,0,1,2,1,0,0,3,0,1
412735f3e0b66ea6,a196332ee4aa8a82,2f5cbecbbe18bac4,03f982ca3735070c,Shamil Abdurakhimov,Walt Harris,2f5cbecbbe18bac4,Heavyweight Bout,Decision - Split,0,0,13,37,12,32,17,41,15,35,1,7,0,0,0,0,0,0,0:34,0:00,6,6,2,3,5,3,7,8,5,4,1,0
e508ba268cb295c0,d56bb6dff2ae77eb,c727c7d31c50c4cf,2f5cbecbbe18bac4,Anthony Hamilton,Shamil Abdurakhimov,2f5cbecbbe18bac4,Heavyweight Bout,Decision - Unanimous,0,0,12,25,20,36,12,26,31,47,0,2,0,1,0,0,0,0,0:00,0:04,7,16,5,2,0,2,5,9,7,9,0,2
f9373ab59b7a853b,16d09e800ad7ec79,2f5cbecbbe18bac4,cc900af167fbedfd,Shamil Abdurakhimov,Timothy Johnson,cc900af167fbedfd,Heavyweight Bout,KO/TKO,0,0,9,25,22,59,11,27,33,72,0,1,1,2,0,0,0,0,0:31,0:58,5,14,0,1,4,7,9,3,0,8,0,11
f820c6292e19d854,8d5daf67983b65ba,0d980975001ae3d8,7279654c7674cd24,Shamil Gamzatov,Klidson Abreu,0d980975001ae3d8,Light Heavyweight Bout,Decision - Split,0,0,30,60,10,27,30,60,10,27,0,0,0,0,0,0,0,0,0:00,0:00,5,3,7,3,18,4,30,10,0,0,0,0
f711b3ec6bc3c407,9e0f28d1f639ad73,d156513a19acf856,7279654c7674cd24,Sam Alvey,Klidson Abreu,7279654c7674cd24,Light Heavyweight Bout,Decision - Unanimous,0,0,6,21,13,25,18,34,27,39,0,0,0,2,0,0,0,0,0:47,0:22,2,7,0,4,4,2,5,12,1,1,0,0
14c505d7ad55883c,6546af7ab545b90c,d802174b0c0c1f4e,7279654c7674cd24,Magomed Ankalaev,Klidson Abreu,d802174b0c0c1f4e,Light Heavyweight Bout,Decision - Unanimous,1,0,9,22,8,21,27,43,11,25,0,0,0,3,0,0,0,0,2:43,0:03,7,5,1,0,1,3,4,8,2,0,3,0
99d0517adc67fc40,f903967fd320da38,989b85f6540c86b1,2bc47c7cc6c05bd7,John Adajar,HanSeul Kim,2bc47c7cc6c05bd7,Welterweight Bout,Submission,0,1,18,34,29,52,24,43,44,75,0,0,0,0,0,3,0,0,0:26,2:03,11,27,5,1,2,1,17,15,1,0,0,14
57961c6adebfb13d,b26d3e3746fb4024,83b00f7597e5ac83,e13abac8089a801a,Juan Adams,Justin Tafa,e13abac8089a801a,Heavyweight Bout,KO/TKO,0,1,7,11,10,15,7,11,10,15,0,0,0,0,0,0,0,0,0:00,0:02,3,5,2,0,2,5,7,8,0,1,0,1
88b1d4f951070f83,9e0f28d1f639ad73,85073dbd1be65ed9,83b00f7597e5ac83,Greg Hardy,Juan Adams,85073dbd1be65ed9,Heavyweight Bout,KO/TKO,0,0,36,38,3,7,36,38,3,7,0,0,0,1,0,0,0,0,0:17,0:00,35,3,1,0,0,0,5,3,0,0,31,0
0bc354fbb6e99ab6,351264d11286d09a,7e511f8d842a109d,83b00f7597e5ac83,Arjan Bhullar,Juan Adams,7e511f8d842a109d,Heavyweight Bout,Decision - Unanimous,0,0,20,32,35,89,20,32,40,94,0,0,0,0,0,0,0,0,0:09,0:19,16,24,4,7,0,4,11,25,9,10,0,0
c4f443509308dec6,7a703c565ccaa18f,e51ee8ded927fc51,83b00f7597e5ac83,Chris de la Rocha,Juan Adams,83b00f7597e5ac83,Heavyweight Bout,KO/TKO,0,0,16,23,36,65,18,25,52,82,0,0,1,1,0,0,0,0,0:09,2:57,9,30,6,2,1,4,14,15,0,0,2,21
2b36807773190d38,73eb2a552c92a821,a77633a989013265,257b0c8d6f199895,Anthony Adams,Impa Kasanganay,257b0c8d6f199895,Middleweight Bout,Decision - Unanimous,0,0,29,68,24,54,34,73,25,56,0,0,0,0,0,0,0,0,0:53,0:00,12,12,9,7,8,5,24,20,5,4,0,0
a679800d2e7c3be2,57591bbf1623574e,6d68c1afe954f121,79cb2a690b9ba5e8,Ode Osbourne,Zarrukh Adashev,6d68c1afe954f121,Flyweight Bout,KO/TKO,1,0,7,15,7,13,7,15,7,13,0,0,0,0,0,0,0,0,0:03,0:00,7,5,0,1,0,1,1,7,0,0,6,0
1978b44503c3d9ff,320edfb0332b7073,20999e27ddd94bda,79cb2a690b9ba5e8,Ryan Benoit,Zarrukh Adashev,79cb2a690b9ba5e8,Flyweight Bout,Decision - Unanimous,1,0,14,36,26,47,20,42,26,47,0,0,0,2,0,1,0,0,0:38,0:09,13,11,0,6,1,9,11,26,0,0,3,0
ddbe6fd66d7f9e35,56116537d71a578c,3cf18e01cb6cbde3,79cb2a690b9ba5e8,Sumudaerji,Zarrukh Adashev,3cf18e01cb6cbde3,Flyweight Bout,Decision - Unanimous,0,0,17,39,7,36,17,39,7,36,0,0,0,0,0,0,0,0,0:00,0:00,6,4,2,1,9,2,17,7,0,0,0,0
dfbb110855354039,1e13936d708bcff7,6e00cfffd54653c4,79cb2a690b9ba5e8,Tyson Nam,Zarrukh Adashev,6e00cfffd54653c4,Bantamweight Bout,KO/TKO,1,0,2,3,2,6,2,3,2,6,0,0,0,0,0,0,0,0,0:02,0:00,2,1,0,0,0,1,1,2,0,0,1,0
85e79748b75eb30e,80dbeb1dd5b53e64,1338e2c7480bdf9e,881bf86d4cba8578,Israel Adesanya,Nassourdine Imavov,881bf86d4cba8578,Middleweight Bout,KO/TKO,0,0,20,44,8,21,26,50,10,23,0,1,0,3,0,0,0,0,0:00,0:40,8,3,3,0,9,5,20,8,0,0,0,0
6c44af21414e4143,32ba186f4b0e3267,0d7b51c9d2649a6e,1338e2c7480bdf9e,Dricus Du Plessis,Israel Adesanya,0d7b51c9d2649a6e,UFC Middleweight Title Bout,Submission,0,0,22,52,16,37,22,52,16,37,0,1,0,0,0,0,0,0,0:00,0:00,8,10,2,4,12,2,22,16,0,0,0,0
7f16e7725245bb2d,ece280745f8727b8,1338e2c7480bdf9e,0d8011111be000b2,Israel Adesanya,Sean Strickland,0d8011111be000b2,UFC Middleweight Title Bout,Decision - Unanimous,0,1,12,39,27,52,12,39,27,52,0,0,0,0,0,0,0,0,0:00,0:14,1,22,3,1,8,4,12,11,0,11,0,5
fe143cb868adfded,3dc3022232b79c7a,e5549c82bfb5582d,1338e2c7480bdf9e,Alex Pereira,Israel Adesanya,1338e2c7480bdf9e,UFC Middleweight Title Bout,KO/TKO,0,0,20,31,15,38,20,31,15,38,0,0,0,0,0,0,0,0,0:00,0:00,1,3,3,5,16,7,20,15,0,0,0,0
04f32bb0c0d3a8cc,b3b6e80b7d5f8f0d,1338e2c7480bdf9e,e5549c82bfb5582d,Israel Adesanya,Alex Pereira,e5549c82bfb5582d,UFC Middleweight Title Bout,KO/TKO,0,0,23,43,23,41,23,44,28,46,0,0,0,0,0,0,0,0,0:14,0:06,6,1,6,8,11,14,23,19,0,4,0,0
a7eaf7b101166d3e,4a9e305633f3ef47,1338e2c7480bdf9e,13a0275fa13c4d26,Israel Adesanya,Jared Cannonier,1338e2c7480bdf9e,UFC Middleweight Title Bout,Decision - Unanimous,0,0,22,48,18,28,22,48,18,28,0,0,0,0,0,0,0,0,0:00,0:00,7,1,6,6,9,11,22,18,0,0,0,0
ca8f73d038c4d6e7,cbb682f5fcc44bfc,1338e2c7480bdf9e,e1147d3d2dabe1ce,Israel Adesanya,Robert Whittaker,1338e2c7480bdf9e,UFC Middleweight Title Bout,Decision - Unanimous,1,0,18,34,9,21,18,34,9,21,0,0,0,2,0,0,0,0,0:01,0:00,3,3,4,1,11,5,18,9,0,0,0,0
6cd44e1b2d093ea4,0b64d0fed453ef7f,1338e2c7480bdf9e,7acbb0972e75281a,Israel Adesanya,Marvin Vettori,1338e2c7480bdf9e,UFC Middleweight Title Bout,Decision - Unanimous,0,0,18,32,11,29,19,33,23,41,0,0,1,2,0,0,0,0,0:00,1:08,5,5,2,3,11,3,17,11,1,0,0,0
7de9867b7cc2b1b1,6e2b1d631832921d,99df7d0a2a08a8a8,1338e2c7480bdf9e,Jan Blachowicz,Israel Adesanya,99df7d0a2a08a8a8,UFC Light Heavyweight Title Bout,Decision - Unanimous,0,0,18,31,13,30,18,31,13,30,0,0,0,0,0,0,0,0,0:00,0:00,3,2,7,3,8,8,18,13,0,0,0,0
fd76b75c28dc247a,e69c5ce12f4e762b,1338e2c7480bdf9e,2e5c2aa8e4ab9d82,Israel Adesanya,Paulo Costa,1338e2c7480bdf9e,UFC Middleweight Title Bout,KO/TKO,0,0,22,37,7,11,22,37,7,11,0,0,0,0,0,0,0,0,0:00,0:01,4,1,3,5,15,1,22,7,0,0,0,0
b46f2f007b622bce,0b5b6876c2a4723f,1338e2c7480bdf9e,f77c68bb4be8516d,Israel Adesanya,Yoel Romero,1338e2c7480bdf9e,UFC Middleweight Title Bout,Decision - Unanimous,0,0,2,11,4,6,2,11,4,6,0,0,0,0,0,0,0,0,0:00,0:00,0,1,0,1,2,2,2,4,0,0,0,0
2556b7520536ce1d,3cf68c1d17f66af7,e1147d3d2dabe1ce,1338e2c7480bdf9e,Robert Whittaker,Israel Adesanya,1338e2c7480bdf9e,UFC Middleweight Title Bout,KO/TKO,0,1,17,66,20,44,17,66,20,44,0,0,0,0,0,0,0,0,0:00,0:01,6,14,3,4,8,2,17,20,0,0,0,0
9bfda7c26578aaac,b0550072e5f0afa7,8c0580d4fff106c1,1338e2c7480bdf9e,Kelvin Gastelum,Israel Adesanya,1338e2c7480bdf9e,UFC Interim Middleweight Title Bout,Decision - Unanimous,0,0,12,33,10,32,12,33,10,32,0,0,0,0,0,0,0,0,0:00,0:00,8,4,3,3,1,3,12,10,0,0,0,0
4eb91cfc892a108e,b5882371e2a3900d,1338e2c7480bdf9e,1f454354805b6f75,Israel Adesanya,Anderson Silva,1338e2c7480bdf9e,Middleweight Bout,Decision - Unanimous,0,0,20,44,6,21,20,44,6,21,0,0,0,0,0,0,0,0,0:00,0:00,10,2,1,1,9,3,18,6,2,0,0,0
e4e1d12441b90866,20821819c401ced8,b1a3e0aca758b322,1338e2c7480bdf9e,Derek Brunson,Israel Adesanya,1338e2c7480bdf9e,Middleweight Bout,KO/TKO,0,3,3,14,13,23,9,23,15,25,0,7,0,0,0,0,0,0,1:34,0:10,2,9,0,3,1,1,2,11,1,2,0,0
247f9e56965a1c07,8215e4fe24e8e81b,0c6d9ea8306c029e,1338e2c7480bdf9e,Brad Tavares,Israel Adesanya,1338e2c7480bdf9e,Middleweight Bout,Decision - Unanimous,0,0,9,36,14,35,11,38,14,35,0,1,0,0,0,0,0,0,0:25,0:00,8,4,0,3,1,7,8,13,0,1,1,0
b8b9a8e504d51ba5,620be7e0712d431b,1338e2c7480bdf9e,7acbb0972e75281a,Israel Adesanya,Marvin Vettori,1338e2c7480bdf9e,Middleweight Bout,Decision - Split,0,0,24,47,18,58,25,48,18,58,0,0,0,2,0,0,0,0,0:00,0:16,9,7,6,2,9,9,24,18,0,0,0,0
1cd5d5e271b646a3,15515e797aedc137,826475cc758e60e6,1338e2c7480bdf9e,Rob Wilkinson,Israel Adesanya,1338e2c7480bdf9e,Middleweight Bout,KO/TKO,0,0,17,27,10,16,26,37,24,31,2,10,0,0,0,0,0,0,3:22,0:00,2,5,5,3,10,2,4,7,13,3,0,0
e06bfd0100eccbad,66e0a70352fef46a,5078e1dacf9d25f4,a08ddd04eaffd81d,Luana Santos,Mariya Agapova,5078e1dacf9d25f4,Women's Flyweight Bout,Submission,0,0,2,4,3,14,9,12,20,31,1,1,0,0,3,0,0,0,2:23,0:00,2,1,0,0,0,2,2,3,0,0,0,0
d9f5d05b07bae09e,8d477c3fbe001f9d,a08ddd04eaffd81d,38c7f72747f4f712,Mariya Agapova,Gillian Robertson,38c7f72747f4f712,Women's Flyweight Bout,Submission,0,0,37,47,2,9,82,96,2,9,0,0,2,6,1,0,0,0,0:29,3:13,36,0,1,1,0,1,7,2,5,0,25,0
c6fc43c351b08bda,75e0d3cc2262b732,b4192a975027aab6,a08ddd04eaffd81d,Maryna Moroz,Mariya Agapova,b4192a975027aab6,Women's Flyweight Bout,Submission,0,0,2,6,10,18,14,20,40,50,1,4,0,0,2,0,0,1,3:28,0:39,0,3,2,7,0,0,0,0,2,10,0,0
38957d8eb185391c,d247691a6c0e9034,70d2329a92864fdb,a08ddd04eaffd81d,Sabina Mazo,Mariya Agapova,a08ddd04eaffd81d,Women's Flyweight Bout,Submission,0,0,28,75,53,86,28,75,56,89,0,0,0,0,0,0,0,0,0:07,0:00,15,28,8,18,5,7,27,51,1,2,0,0
37a6fc5e69a7932d,af1e5c64b8663aa0,a08ddd04eaffd81d,122ac9b816d8b71c,Mariya Agapova,Shana Dobson,122ac9b816d8b71c,Women's Flyweight Bout,KO/TKO,0,0,21,39,5,10,53,79,15,22,1,1,2,2,0,0,0,0,2:31,1:47,17,0,4,4,0,1,9,2,2,3,10,0
7606d2f8d8b0e889,1e13936d708bcff7,a08ddd04eaffd81d,2244d9a2b64b8c3b,Mariya Agapova,Hannah Cifers,a08ddd04eaffd81d,Women's Flyweight Bout,Submission,1,0,29,52,11,32,36,59,14,36,0,0,0,0,1,0,0,0,0:24,0:30,20,4,8,3,1,4,19,7,10,4,0,0
f5a038c18f7a44fc,9649d75defe0dedb,cd2c4d30c6e13b47,8f382b3baa954d2a,Marina Rodriguez,Jessica Aguilar,cd2c4d30c6e13b47,Women's Strawweight Bout,Decision - Unanimous,1,0,20,28,14,24,30,38,26,36,0,0,0,0,0,1,1,0,2:30,1:28,16,3,2,11,2,0,5,1,3,12,12,1
a932059e61f4c25e,de25520d54eab12d,1ebe20ebbfa15e29,8f382b3baa954d2a,Zhang Weili,Jessica Aguilar,1ebe20ebbfa15e29,Women's Strawweight Bout,Submission,0,0,45,58,9,12,63,79,11,14,1,3,0,1,2,0,0,0,2:31,0:47,36,0,7,8,2,1,3,0,3,9,39,0
7fe2b6a9fc4748fa,b45d6b73f4ca4467,8f382b3baa954d2a,411539901068522f,Jessica Aguilar,Jodie Esquibel,8f382b3baa954d2a,Women's Strawweight Bout,Decision - Unanimous,0,0,34,44,14,43,40,50,14,43,0,2,0,0,0,0,0,0,1:13,0:58,13,9,15,5,6,0,14,11,20,3,0,0
af2ef75664656957,5df10509264586e5,8f382b3baa954d2a,5f179af5fffeb9f6,Jessica Aguilar,Cortney Casey,5f179af5fffeb9f6,Women's Strawweight Bout,Decision - Unanimous,0,0,21,39,35,92,33,53,62,123,1,1,0,0,0,0,0,0,2:36,0:07,10,25,3,2,8,8,8,18,2,9,11,8
0bf405dabb25251a,a9c45a8b21eabadc,ec34349e7dffcde7,8f382b3baa954d2a,Claudia Gadelha,Jessica Aguilar,ec34349e7dffcde7,Women's Strawweight Bout,Decision - Unanimous,0,0,37,95,19,60,40,99,26,69,1,1,0,0,0,0,0,0,0:48,0:00,34,8,3,6,0,5,35,18,1,1,1,0
1f2f27b36e79da74,744f50016c39c26c,cf946e03ba2e7666,7832f2f62f04178f,Kevin Aguilar,Tucker Lutz,7832f2f62f04178f,Featherweight Bout,Decision - Unanimous,0,0,25,41,33,53,50,67,43,63,0,0,1,1,0,0,0,0,0:00,1:19,10,17,13,10,2,6,24,29,1,2,0,2
1109a8f2adc81ce0,1e13936d708bcff7,40093d1d2d78394e,cf946e03ba2e7666,Charles Rosa,Kevin Aguilar,40093d1d2d78394e,Lightweight Bout,Decision - Split,0,0,20,56,14,37,20,56,14,37,0,1,0,0,0,0,0,0,0:00,0:00,5,10,5,4,10,0,20,11,0,3,0,0
f882cf76a8bce308,33b2f68ef95252e0,cf946e03ba2e7666,aceffa19749c4dc0,Kevin Aguilar,Zubaira Tukhugov,aceffa19749c4dc0,Featherweight Bout,KO/TKO,0,2,9,28,28,36,9,28,28,37,0,0,0,0,0,0,0,0,0:00,0:09,4,26,3,2,2,0,9,15,0,0,0,13
f047e3605f8852d8,b16a7e6a627e9789,82a5152216251682,cf946e03ba2e7666,Dan Ige,Kevin Aguilar,82a5152216251682,Featherweight Bout,Decision - Unanimous,1,0,27,47,9,29,45,65,18,38,0,2,0,0,0,0,0,0,2:06,0:00,18,6,4,2,5,1,15,9,0,0,12,0
6173056f0e080ca6,9649d75defe0dedb,be0b310a12eb80b4,cf946e03ba2e7666,Enrique Barzola,Kevin Aguilar,cf946e03ba2e7666,Featherweight Bout,Decision - Unanimous,0,0,13,33,18,70,13,33,18,70,0,1,0,0,0,0,0,0,0:09,0:00,3,9,4,8,6,1,12,18,1,0,0,0
4e6bbc5832e55f64,c7ac79839e86ce33,814ff3018127e8fc,cf946e03ba2e7666,Ricky Glenn,Kevin Aguilar,cf946e03ba2e7666,Featherweight Bout,Decision - Unanimous,0,0,18,53,25,52,19,54,25,52,0,2,0,0,0,0,0,0,0:02,0:08,12,11,2,14,4,0,18,21,0,4,0,0
37fda56a435a9b24,58a36b4ccf5dc30e,ae071698e1a3ccd4,a53d30163304aa6e,Christian Aguilera,Carlston Harris,a53d30163304aa6e,Welterweight Bout,Submission,0,0,1,10,5,13,5,15,6,16,0,1,0,3,0,1,0,0,0:32,0:52,1,3,0,1,0,1,1,5,0,0,0,0
c5ba56d51f6b0171,e29cf523ebd155c5,45f7cb591c3ab00b,ae071698e1a3ccd4,Sean Brady,Christian Aguilera,45f7cb591c3ab00b,Welterweight Bout,Submission,0,0,28,53,12,32,52,80,13,33,1,1,0,0,0,0,0,0,1:05,0:00,11,3,1,2,16,7,24,12,0,0,4,0
58e72b1a38880ba9,1e13936d708bcff7,3c5005b66696d790,ae071698e1a3ccd4,Anthony Ivy,Christian Aguilera,ae071698e1a3ccd4,Welterweight Bout,KO/TKO,0,0,4,11,10,23,4,11,10,23,0,0,0,0,0,0,0,0,0:00,0:00,0,9,0,1,4,0,4,10,0,0,0,0
2ae243f518948794,3feed7d02711d8b7,6e743a33d56bdaa4,0978385b2bd9ef9b,Payton Talbott,Nick Aguirre,6e743a33d56bdaa4,Bantamweight Bout,Submission,0,0,1,2,0,3,5,7,13,20,0,0,1,4,0,0,0,0,0:00,4:50,0,0,0,0,1,0,1,0,0,0,0,0
9f09e77e46f15766,2e2cdb6e9eb84bb9,e4ba58725825412d,0978385b2bd9ef9b,Dan Argueta,Nick Aguirre,e4ba58725825412d,Featherweight Bout,Decision - Unanimous,0,0,5,8,1,1,15,26,1,1,1,2,0,0,0,1,1,1,3:24,1:15,4,1,0,0,1,0,2,1,1,0,2,0
09497799dab23f4d,7e7d81bf162a5ec1,49dea784f6cfed71,48812daf291a4e23,Ashiek Ajim,Mateus Mendonca,48812daf291a4e23,Bantamweight Bout,KO/TKO,0,2,4,10,9,12,4,10,9,12,0,0,0,0,0,0,0,0,0:00,0:02,2,5,0,1,2,3,4,8,0,0,0,1
1aba46988c9b58f9,8a0be41c0380188d,16690d100f995f8f,0c6d9ea8306c029e,Omari Akhmedov,Brad Tavares,0c6d9ea8306c029e,Middleweight Bout,Decision - Split,0,0,11,43,22,39,11,43,22,39,1,4,0,0,0,0,0,0,1:05,0:02,8,15,2,3,1,4,9,18,2,4,0,0
ac475de5a3d0d7e2,56116537d71a578c,16690d100f995f8f,1588b787bda7b540,Omari Akhmedov,Tom Breese,16690d100f995f8f,Middleweight Bout,Submission,0,0,24,37,1,3,71,89,6,11,2,3,0,0,0,2,0,1,3:32,1:00,22,0,1,1,1,0,3,1,0,0,21,0
22e10b23784e5efc,7a82635ffa9b59fe,16690d100f995f8f,3a8176e15b9887c1,Omari Akhmedov,Chris Weidman,3a8176e15b9887c1,Middleweight Bout,Decision - Unanimous,0,0,6,25,5,15,19,38,13,24,0,1,2,7,0,0,0,0,0:00,2:59,4,4,1,1,1,0,4,4,2,1,0,0
dd88960598219eba,4565d435005319c0,2e585c701f72fe55,16690d100f995f8f,Ian Heinisch,Omari Akhmedov,16690d100f995f8f,Middleweight Bout,Decision - Unanimous,0,0,13,28,19,54,17,32,21,56,0,2,1,1,0,0,0,0,0:00,0:37,3,12,1,4,9,3,13,17,0,2,0,0
9a46f95c1c1e57f0,a79bfbc01b2264d6,16690d100f995f8f,4ba8d454f762005d,Omari Akhmedov,Zak Cummings,16690d100f995f8f,Middleweight Bout,Decision - Unanimous,0,0,5,22,6,17,10,30,8,19,1,1,0,0,0,0,0,0,1:21,0:00,2,2,1,1,2,3,5,6,0,0,0,0
aaad7e29825b3264,e96d8538d3f9d0ed,c80095f6092271a7,16690d100f995f8f,Tim Boetsch,Omari Akhmedov,16690d100f995f8f,Middleweight Bout,Decision - Unanimous,0,0,9,18,13,36,18,27,16,39,0,0,0,2,0,0,0,0,0:00,1:56,2,5,4,5,3,3,4,5,5,8,0,0
78e38f1ad43c3479,1c7cce2f5c17160d,eae431e70064e046,16690d100f995f8f,Abdul Razak Alhassan,Omari Akhmedov,16690d100f995f8f,Welterweight Bout,Decision - Split,0,0,9,31,13,54,9,32,17,58,0,0,1,2,0,0,0,0,0:00,1:02,5,11,2,0,2,2,8,11,1,1,0,1
450760216f5643ca,73e09f837f3b5ecc,7339d340aa2889cb,16690d100f995f8f,Kyle Noke,Omari Akhmedov,16690d100f995f8f,Welterweight Bout,Decision - Unanimous,0,0,2,8,15,26,9,15,32,45,0,0,1,1,0,0,0,0,0:00,3:48,1,14,1,0,0,1,2,4,0,0,0,11
815fd4ebdc288e83,e7e970d508529bf3,8adcbd525fab8d9b,16690d100f995f8f,Elizeu Zaleski dos Santos,Omari Akhmedov,8adcbd525fab8d9b,Welterweight Bout,KO/TKO,0,0,7,26,6,31,8,27,12,39,0,1,1,1,1,1,1,0,0:56,0:26,3,5,2,1,2,0,7,6,0,0,0,0
1cc9816d18aa29d0,dd39f1ca787a3d9d,16690d100f995f8f,1bcaac2d99b90fce,Omari Akhmedov,Sergio Moraes,1bcaac2d99b90fce,Welterweight Bout,KO/TKO,1,0,15,37,7,23,18,40,8,24,0,0,0,1,0,0,0,0,0:32,0:00,5,5,3,2,7,0,10,6,1,1,4,0
245009a9e1a0f60b,06dc1a58663579d2,32ba186f4b0e3267,16690d100f995f8f,Brian Ebersole,Omari Akhmedov,16690d100f995f8f,Welterweight Bout,KO/TKO,0,0,2,13,15,40,3,14,16,41,0,1,0,0,0,0,0,0,0:00,0:00,1,7,0,4,1,4,2,14,0,1,0,0
e4a9c93ff23eb5bb,a72d260b436924c4,16690d100f995f8f,a9bcf8717dd12532,Omari Akhmedov,Mats Nilsson,16690d100f995f8f,Welterweight Bout,Decision - Unanimous,0,0,32,85,8,32,36,91,11,35,2,4,2,2,0,0,0,0,0:51,1:07,19,4,11,1,2,3,20,5,2,2,10,1
